sales_name;success_rate;information
Adinata Kuswandari;24.3;Sales Adinata Kuswandari berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.3%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 3, L2 = 3, L3 = 0 dan L4 = 2.
R.A. Ophelia Andriani;24.37;Sales R.A. Ophelia Andriani berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.37%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 6, dengan rincian sebagai berikut: L1 = 1, L2 = 1, L3 = 2 dan L4 = 2.
Mila Gunawan;24.3;Sales Mila Gunawan berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.3%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 13, dengan rincian sebagai berikut: L1 = 3, L2 = 5, L3 = 3 dan L4 = 2.
Bancar Maryadi, S.Sos;24.3;Sales Bancar Maryadi, S.Sos berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.3%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 10, dengan rincian sebagai berikut: L1 = 3, L2 = 3, L3 = 2 dan L4 = 2.
drg. Hendra Susanti;24.37;Sales drg. Hendra Susanti berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.37%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 6, dengan rincian sebagai berikut: L1 = 1, L2 = 1, L3 = 2 dan L4 = 2.
Cut Wani Thamrin, S.Pd;24.37;Sales Cut Wani Thamrin, S.Pd berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.37%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 1, L2 = 2, L3 = 4 dan L4 = 2.
Diana Maryati, M.Ak;24.3;Sales Diana Maryati, M.Ak berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.3%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 3, L2 = 2, L3 = 2 dan L4 = 2.
Cut Diah Mayasari, S.IP;24.3;Sales Cut Diah Mayasari, S.IP berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.3%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 3, L2 = 0, L3 = 2 dan L4 = 2.
Tantri Prasetyo;24.33;Sales Tantri Prasetyo berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.33%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 2, L2 = 0, L3 = 3 dan L4 = 2.
Cemeti Widodo;24.33;Sales Cemeti Widodo berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.33%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 6, dengan rincian sebagai berikut: L1 = 2, L2 = 1, L3 = 1 dan L4 = 2.
Sutan Olga Prabowo;24.33;Sales Sutan Olga Prabowo berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.33%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 5, dengan rincian sebagai berikut: L1 = 2, L2 = 0, L3 = 1 dan L4 = 2.
Patricia Mahendra;24.33;Sales Patricia Mahendra berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.33%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 2, L2 = 2, L3 = 3 dan L4 = 2.
R. Wulan Suartini;24.4;Sales R. Wulan Suartini berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.4%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 0, L2 = 1, L3 = 4 dan L4 = 2.
R. Hafshah Santoso;24.37;Sales R. Hafshah Santoso berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.37%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 5, dengan rincian sebagai berikut: L1 = 1, L2 = 0, L3 = 2 dan L4 = 2.
Waluyo Tarihoran;24.37;Sales Waluyo Tarihoran berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.37%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 5, dengan rincian sebagai berikut: L1 = 1, L2 = 2, L3 = 0 dan L4 = 2.
Diah Salahudin, S.Psi;24.27;Sales Diah Salahudin, S.Psi berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.27%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 4, L2 = 1, L3 = 1 dan L4 = 2.
H. Limar Hardiansyah, M.M.;24.3;Sales H. Limar Hardiansyah, M.M. berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.3%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 12, dengan rincian sebagai berikut: L1 = 3, L2 = 5, L3 = 2 dan L4 = 2.
Maida Pradana;24.27;Sales Maida Pradana berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.27%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 12, dengan rincian sebagai berikut: L1 = 4, L2 = 3, L3 = 3 dan L4 = 2.
Ilsa Megantara, M.Ak;24.4;Sales Ilsa Megantara, M.Ak berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.4%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 11, dengan rincian sebagai berikut: L1 = 0, L2 = 2, L3 = 7 dan L4 = 2.
Dr. Endra Saefullah;24.3;Sales Dr. Endra Saefullah berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.3%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 3, L2 = 2, L3 = 2 dan L4 = 2.
Jaswadi Mandala, M.TI.;24.27;Sales Jaswadi Mandala, M.TI. berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.27%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 4, L2 = 1, L3 = 2 dan L4 = 2.
Hj. Ana Mansur, S.T.;24.3;Sales Hj. Ana Mansur, S.T. berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.3%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 10, dengan rincian sebagai berikut: L1 = 3, L2 = 0, L3 = 5 dan L4 = 2.
Gasti Tarihoran;24.3;Sales Gasti Tarihoran berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.3%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 11, dengan rincian sebagai berikut: L1 = 3, L2 = 3, L3 = 3 dan L4 = 2.
R. Farah Pratiwi;24.33;Sales R. Farah Pratiwi berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.33%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 11, dengan rincian sebagai berikut: L1 = 2, L2 = 5, L3 = 2 dan L4 = 2.
Endah Nurdiyanti;24.37;Sales Endah Nurdiyanti berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.37%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 1, L2 = 2, L3 = 3 dan L4 = 2.
dr. Anggabaya Narpati;24.33;Sales dr. Anggabaya Narpati berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.33%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 2, L2 = 3, L3 = 1 dan L4 = 2.
Puti Cinta Mandala, S.I.Kom;24.33;Sales Puti Cinta Mandala, S.I.Kom berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.33%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 5, dengan rincian sebagai berikut: L1 = 2, L2 = 1, L3 = 0 dan L4 = 2.
Hana Hidayat, S.Pd;24.3;Sales Hana Hidayat, S.Pd berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.3%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 11, dengan rincian sebagai berikut: L1 = 3, L2 = 3, L3 = 3 dan L4 = 2.
Harjaya Santoso;24.33;Sales Harjaya Santoso berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.33%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 16, dengan rincian sebagai berikut: L1 = 2, L2 = 4, L3 = 8 dan L4 = 2.
Vicky Natsir;24.3;Sales Vicky Natsir berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.3%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 3, L2 = 2, L3 = 2 dan L4 = 2.
Hamima Thamrin;24.3;Sales Hamima Thamrin berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.3%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 14, dengan rincian sebagai berikut: L1 = 3, L2 = 6, L3 = 3 dan L4 = 2.
Ilyas Namaga;24.37;Sales Ilyas Namaga berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.37%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 6, dengan rincian sebagai berikut: L1 = 1, L2 = 2, L3 = 1 dan L4 = 2.
Paramita Hasanah;24.3;Sales Paramita Hasanah berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.3%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 3, L2 = 0, L3 = 2 dan L4 = 2.
KH. Kawaca Laksmiwati;24.37;Sales KH. Kawaca Laksmiwati berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.37%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 11, dengan rincian sebagai berikut: L1 = 1, L2 = 3, L3 = 5 dan L4 = 2.
Ade Iswahyudi;24.33;Sales Ade Iswahyudi berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.33%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 2, L2 = 3, L3 = 1 dan L4 = 2.
Sarah Prasetya;24.33;Sales Sarah Prasetya berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.33%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 2, L2 = 4, L3 = 1 dan L4 = 2.
Jelita Irawan, S.Ked;24.33;Sales Jelita Irawan, S.Ked berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.33%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 11, dengan rincian sebagai berikut: L1 = 2, L2 = 1, L3 = 6 dan L4 = 2.
Ibrani Samosir;24.27;Sales Ibrani Samosir berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.27%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 4, L2 = 1, L3 = 1 dan L4 = 2.
Gilang Situmorang, S.Ked;24.24;Sales Gilang Situmorang, S.Ked berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.24%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 11, dengan rincian sebagai berikut: L1 = 5, L2 = 1, L3 = 3 dan L4 = 2.
dr. Lalita Pudjiastuti;24.3;Sales dr. Lalita Pudjiastuti berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.3%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 13, dengan rincian sebagai berikut: L1 = 3, L2 = 4, L3 = 4 dan L4 = 2.
Prakosa Sinaga, M.TI.;24.33;Sales Prakosa Sinaga, M.TI. berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.33%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 15, dengan rincian sebagai berikut: L1 = 2, L2 = 6, L3 = 5 dan L4 = 2.
Paris Anggriawan;24.33;Sales Paris Anggriawan berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.33%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 10, dengan rincian sebagai berikut: L1 = 2, L2 = 4, L3 = 2 dan L4 = 2.
Gamani Permata;24.27;Sales Gamani Permata berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.27%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 4, L2 = 1, L3 = 1 dan L4 = 2.
Lala Suryono;24.24;Sales Lala Suryono berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.24%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 10, dengan rincian sebagai berikut: L1 = 5, L2 = 1, L3 = 2 dan L4 = 2.
Hana Sihombing;24.4;Sales Hana Sihombing berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.4%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 3, dengan rincian sebagai berikut: L1 = 0, L2 = 1, L3 = 0 dan L4 = 2.
R.A. Wirda Susanti;24.27;Sales R.A. Wirda Susanti berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.27%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 14, dengan rincian sebagai berikut: L1 = 4, L2 = 5, L3 = 3 dan L4 = 2.
R. Padmi Prabowo, S.Gz;24.21;Sales R. Padmi Prabowo, S.Gz berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.21%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 18, dengan rincian sebagai berikut: L1 = 6, L2 = 8, L3 = 2 dan L4 = 2.
Tomi Nainggolan;24.33;Sales Tomi Nainggolan berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.33%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 10, dengan rincian sebagai berikut: L1 = 2, L2 = 1, L3 = 5 dan L4 = 2.
Julia Sinaga;24.21;Sales Julia Sinaga berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.21%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 13, dengan rincian sebagai berikut: L1 = 6, L2 = 4, L3 = 1 dan L4 = 2.
Cut Mala Nuraini;24.33;Sales Cut Mala Nuraini berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.33%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 2, L2 = 1, L3 = 2 dan L4 = 2.
Upik Wahyuni;24.33;Sales Upik Wahyuni berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.33%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 11, dengan rincian sebagai berikut: L1 = 2, L2 = 4, L3 = 3 dan L4 = 2.
Aisyah Mardhiyah, S.T.;24.33;Sales Aisyah Mardhiyah, S.T. berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.33%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 10, dengan rincian sebagai berikut: L1 = 2, L2 = 4, L3 = 2 dan L4 = 2.
Prakosa Saragih;24.33;Sales Prakosa Saragih berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.33%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 2, L2 = 3, L3 = 2 dan L4 = 2.
Tasnim Fujiati;24.33;Sales Tasnim Fujiati berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.33%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 2, L2 = 2, L3 = 1 dan L4 = 2.
Zahra Permadi;24.33;Sales Zahra Permadi berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.33%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 2, L2 = 1, L3 = 2 dan L4 = 2.
Okta Purnawati, S.Farm;24.33;Sales Okta Purnawati, S.Farm berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.33%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 2, L2 = 1, L3 = 3 dan L4 = 2.
Tgk. Carla Prabowo, S.Farm;24.3;Sales Tgk. Carla Prabowo, S.Farm berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.3%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 10, dengan rincian sebagai berikut: L1 = 3, L2 = 1, L3 = 4 dan L4 = 2.
Drs. Malika Wijaya;24.27;Sales Drs. Malika Wijaya berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.27%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 15, dengan rincian sebagai berikut: L1 = 4, L2 = 4, L3 = 5 dan L4 = 2.
Hartaka Oktaviani;24.4;Sales Hartaka Oktaviani berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.4%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 5, dengan rincian sebagai berikut: L1 = 0, L2 = 2, L3 = 1 dan L4 = 2.
KH. Asman Prabowo;24.33;Sales KH. Asman Prabowo berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.33%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 15, dengan rincian sebagai berikut: L1 = 2, L2 = 5, L3 = 6 dan L4 = 2.
Carla Susanti;24.37;Sales Carla Susanti berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.37%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 1, L2 = 3, L3 = 3 dan L4 = 2.
Cut Ina Widodo;24.33;Sales Cut Ina Widodo berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.33%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 2, L2 = 3, L3 = 2 dan L4 = 2.
Widya Lazuardi, S.Farm;24.33;Sales Widya Lazuardi, S.Farm berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.33%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 2, L2 = 1, L3 = 3 dan L4 = 2.
Ani Kurniawan;24.3;Sales Ani Kurniawan berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.3%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 3, L2 = 1, L3 = 2 dan L4 = 2.
Aslijan Agustina;24.37;Sales Aslijan Agustina berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.37%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 5, dengan rincian sebagai berikut: L1 = 1, L2 = 0, L3 = 2 dan L4 = 2.
Asmadi Melani, M.Kom.;24.4;Sales Asmadi Melani, M.Kom. berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.4%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 0, L2 = 1, L3 = 4 dan L4 = 2.
Nadia Simbolon, M.Pd;24.33;Sales Nadia Simbolon, M.Pd berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.33%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 2, L2 = 3, L3 = 1 dan L4 = 2.
Upik Astuti, M.Farm;24.37;Sales Upik Astuti, M.Farm berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.37%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 1, L2 = 4, L3 = 2 dan L4 = 2.
Olivia Yuniar;24.37;Sales Olivia Yuniar berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.37%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 6, dengan rincian sebagai berikut: L1 = 1, L2 = 1, L3 = 2 dan L4 = 2.
Raisa Mardhiyah;24.27;Sales Raisa Mardhiyah berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.27%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 11, dengan rincian sebagai berikut: L1 = 4, L2 = 2, L3 = 3 dan L4 = 2.
Gandi Pertiwi;24.3;Sales Gandi Pertiwi berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.3%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 3, L2 = 2, L3 = 0 dan L4 = 2.
Sadina Megantara, S.Psi;24.37;Sales Sadina Megantara, S.Psi berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.37%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 1, L2 = 0, L3 = 4 dan L4 = 2.
R. Viman Prasetya;24.27;Sales R. Viman Prasetya berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.27%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 11, dengan rincian sebagai berikut: L1 = 4, L2 = 2, L3 = 3 dan L4 = 2.
Sutan Tasdik Hardiansyah;24.3;Sales Sutan Tasdik Hardiansyah berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.3%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 13, dengan rincian sebagai berikut: L1 = 3, L2 = 3, L3 = 5 dan L4 = 2.
T. Hardi Rajata, S.Sos;24.33;Sales T. Hardi Rajata, S.Sos berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.33%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 11, dengan rincian sebagai berikut: L1 = 2, L2 = 4, L3 = 3 dan L4 = 2.
R.M. Edi Lazuardi;24.37;Sales R.M. Edi Lazuardi berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.37%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 1, L2 = 2, L3 = 3 dan L4 = 2.
Ana Utami;24.33;Sales Ana Utami berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.33%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 10, dengan rincian sebagai berikut: L1 = 2, L2 = 4, L3 = 2 dan L4 = 2.
Enteng Rajasa, S.E.;24.37;Sales Enteng Rajasa, S.E. berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.37%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 1, L2 = 3, L3 = 1 dan L4 = 2.
Drs. Bagas Prakasa;24.4;Sales Drs. Bagas Prakasa berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.4%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 4, dengan rincian sebagai berikut: L1 = 0, L2 = 1, L3 = 1 dan L4 = 2.
Farah Usada;24.27;Sales Farah Usada berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.27%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 4, L2 = 2, L3 = 1 dan L4 = 2.
H. Ajiman Prasasta;24.3;Sales H. Ajiman Prasasta berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.3%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 3, L2 = 3, L3 = 1 dan L4 = 2.
Makuta Mayasari;24.3;Sales Makuta Mayasari berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.3%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 3, L2 = 1, L3 = 1 dan L4 = 2.
Unjani Rajata;24.4;Sales Unjani Rajata berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.4%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 0, L2 = 2, L3 = 3 dan L4 = 2.
Julia Sihombing;24.37;Sales Julia Sihombing berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.37%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 1, L2 = 2, L3 = 4 dan L4 = 2.
Bakianto Suartini;24.37;Sales Bakianto Suartini berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.37%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 1, L2 = 1, L3 = 4 dan L4 = 2.
Dirja Irawan, S.E.;24.37;Sales Dirja Irawan, S.E. berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 24.37%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 11, dengan rincian sebagai berikut: L1 = 1, L2 = 7, L3 = 1 dan L4 = 2.
Nrima Safitri, S.Kom;12.13;Sales Nrima Safitri, S.Kom berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.13%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 2, L2 = 2, L3 = 2 dan L4 = 1.
R.A. Nabila Sihombing;12.04;Sales R.A. Nabila Sihombing berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.04%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 10, dengan rincian sebagai berikut: L1 = 5, L2 = 2, L3 = 2 dan L4 = 1.
R.M. Danu Purwanti;12.13;Sales R.M. Danu Purwanti berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.13%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 2, L2 = 3, L3 = 2 dan L4 = 1.
Zahra Wahyuni;12.13;Sales Zahra Wahyuni berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.13%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 5, dengan rincian sebagai berikut: L1 = 2, L2 = 1, L3 = 1 dan L4 = 1.
Lanang Gunarto;12.2;Sales Lanang Gunarto berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.2%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 0, L2 = 3, L3 = 3 dan L4 = 1.
R.M. Ismail Nainggolan;12.01;Sales R.M. Ismail Nainggolan berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.01%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 13, dengan rincian sebagai berikut: L1 = 6, L2 = 2, L3 = 4 dan L4 = 1.
Ella Budiyanto, S.T.;12.2;Sales Ella Budiyanto, S.T. berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.2%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 3, dengan rincian sebagai berikut: L1 = 0, L2 = 1, L3 = 1 dan L4 = 1.
Farah Suryono;12.07;Sales Farah Suryono berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.07%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 4, L2 = 2, L3 = 1 dan L4 = 1.
Ida Novitasari;12.17;Sales Ida Novitasari berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.17%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 11, dengan rincian sebagai berikut: L1 = 1, L2 = 2, L3 = 7 dan L4 = 1.
